Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-11-05,Clownhouse,1989,https://boxd.it/2gjNOH,1,,"I think it's kind of messed up when I watch a movie and then come online to rate it as basically a made for TV movie piece of crap movie and then you find out it's not just crap but evidence in a horrible crime. So that's nice.

Unless you got some childhood trauma around clowns, I can't imagine this being scary. The make-up, costumes, and circus set stuff is the only thing I think is worth anything here.",,
2021-11-11,The Most Dangerous Game,1932,https://boxd.it/2ha7R1,3.5,,"Adapted from one of my favorite short stories, this movie is quite good both technically and with not killing the story. Some of the shots were quite interesting (boat sinking and the count going through the jungle bramble). They people getting eaten by sharks maybe should have shrieked some more.

IDK, this was good without qualifiers. ",,
2021-11-11,The Passion of Joan of Arc,1928,https://boxd.it/2har6p,,,"This was a silent movie with the text in French. Criterion collection.

I didn't make past the first few minutes. I know what happened to Joan of Arc, but all this was for me was a lady making horrified and startled eyes at French text.  

Deleted from collection.",,
2021-11-19,The Girl Who Knew Too Much,1963,https://boxd.it/2iuVrB,3,,"This is a very pretty film. The lead has incredibly expressive eyes and the camera focuses on them a ton. 

This is a weird mystery movie where someone is trying to scare a woman that thinks she saw a murder, but didn't. Set in Italy. ",,
2021-11-23,Barbarella,1968,https://boxd.it/2j2GOD,,,"I would have thought this is why Fonda got a divorce, but I checked it was years afterwards. She is a trooper.

I really thought it was funny when the guy wearing the wookie suit took it off to bang and it didn't look like he did because he was so hairy. It was a different time I guess.",,
2021-11-24,The Gore Gore Girls,1972,https://boxd.it/2jdqgd,1,,"There are a couple of truly bizarre things happening in the film. On one hand you've got a genuine asshole as the main character trying to solve some grisly murders. The shtick gets pretty tired for me but it's kind of like a Fletch character but devoid of even the little charm that character brought to the table.

The other thing is occasionally you get a half naked girl brutally bashed and cut up. It's lots of meat and bone and it's pretty gross and it's a nasty juxtaposition to the nudity.

The acting isn't terrible or anything, I give it a low rating because it's pretty much a dumb story and I really dislike the detective.",,
2021-11-26,Pilgrim,2019,https://boxd.it/2jxo0x,4,,"Look, this isn't the greatest movie in the world. It's a crazy premise that is in no way explained. Where the hell are all these pilgrims coming from? What is going on?

But I give it so many stars because I laughed so hard when the dude built a cabin next to their pool. It was so ludicrous and yet so what you should expect pilgrims to do as a monster type that I couldn't stop laughing for like 3 minutes. I thought my wife was going to commit me.

I am grateful that this movie brought that moment of joy into my life. Like top 5 laugh jags ever.",,
2021-12-19,Blood Night: The Legend of Mary Hatchet,2009,https://boxd.it/2n7pi7,2.5,,"This movie is full of nudity and really gross kill scenes. Also involves killer cramps.  The camera work is really jittery when things are bloody or gross or supposed to be eerie. But it doesn't work so well I don't think.

The kill scenes in this one are pretty off the hook, I'll give it that.",,
2021-12-20,House of Wax,2005,https://boxd.it/2ncsOb,3,,"This has 2000s horror all over it, but the premise isn't completely laughable, there are some good kills scenes and the sibling team up instead of romantic team up is not done too often I think, so it's pretty good.

I don't give it better only because it's not like a work of master art or anything, it's just a good horror flick.
",,
2021-12-20,"Think Fast, Mr. Moto",1937,https://boxd.it/2negzR,1.5,,"I can't tell if this is a racist stereotype for the main character or if it's a guy trying to blend in and be thought of as ineffectual by the white people around him. Either way it's just not very right. 

If you can get past that, it's like a super sleuth that's pretty cool but comes across too racist to get more stars now. It gets like a star alone just for the part where Mr. Moto chucks a dude off a boat over a letter. I LOL'ed for real.",,
2021-12-21,Brides of Blood,1968,https://boxd.it/2npXSp,1.5,,"This is pretty slow moving movie, atomic radiation has messed up an island near the bikini atoll so that the trees attack people and there's a ritualistic sacrifice to some heavy breathing monster that looks like it's melting.

This is notable for the tree limbs being a bit sexually assaulty (I've read others comparing it to evil dead, not far off) and idols scattered about the set that look like stuff you see at a mini golf course. It was dull and slow moving. ",,
2021-12-21,Coyote Ugly,2000,https://boxd.it/2nsWct,2.5,,I like it when no one really learns anything and everything still works out mostly ok.,,
2021-12-21,How Sweet It Is!,1968,https://boxd.it/2nvSwP,1,,"I didn't like this. Maybe I'm too old to enjoy old people trying to bone down like they were in college again and failing.

They did some fun stuff with focusing on an object and then changing the scene and the costumes were pretty cool. But no thank you for this.",,
2021-12-22,High School Confidential!,1958,https://boxd.it/2nAUDt,2,,"I think high school got way tamer since the late 50s. Also it's super weird to think of this as showing you what the late 50s was like. There's a lot of normalized behavior here that I would think of as crazy alarming. 

If you want to see a lot of young tight sweaters and bongo bings and some beat poetry you should watch this. Beware though, the main character is the biggest jerk ever, I was hoping he'd die a hero's death of some kind. But you'll have to see it somewhere else, because I deleted it from my movie collection after watching.",,
2021-12-22,The Whip and the Body,1963,https://boxd.it/2nBPLT,2.5,,"It was really atmospheric and a bit on the naughty side with the whipping and all, but in the end I was pretty bored and didn't pay enough attention.",,
2021-12-22,Alexander The Great,1968,https://boxd.it/2nD42B,2,,This is entirely forgettable. This feels like someone didn't know the difference between greeks and romans as well.,,
2021-12-22,Bride of Frankenstein,1935,https://boxd.it/2nI2Iv,3,,"What was with the people in the jars? Like we just skipped over that and dude had like 6 people in jars he just carried around with him. Where did they poop?

IDK, I liked the bits where the monster is shown some humanity or just screamed at and you can see how he is learning how to exist in the world. I give it a few stars for the emotion of being an alien, a monster in the world and trying to communicate how that would be. The bride exists for like 5 minutes and then everything goes to hell. This is a weird flick.",,
2021-12-22,House of Wax,1953,https://boxd.it/2nIes5,2,,"That businessman threw whatever solvent that was straight on Vincent Price's unconscious body while there was a fire in the building, like how is that not attempted murder. I don't know about in the 50s but I think the insurance company would be very interested to hear about a dude setting a place on fire and trying to kill some poor schmo artist.

I could swear that the fire department rolled up with a stove running full blast. What kind of Fahrenheit 451 shit is that? 

Isn't this the plot of Darkman and Swamp thing?

Holy hell, that dudes head would have popped off with that much rope getting dropped down an elevator chute like that.

Anyways, there's not a lot of wax museum and a lot of burned guy tries to get some revenge on the world that wronged him. Seems super like a scene for scene remake of the one from the 30s with some dude with a ball paddle added for good fun.",,
